Accession,WTB-001,WTB-002,WTB-003,WTB-004,WTB-005,WTB-006,WTB-007,WTB-008,WTB-009,WTB-010
O95232,0,123.9,55.6,138.9,0,68,22.26666667,0,0,79.25
P04080,55.85,54.8,55.5,193.8,47.5,140.4,51.4,49.2,38.9,53.6
P08243,53.65,68.1,55.5,61.6,44.2,31.9,67.96666667,31,43.7,55.45
P15170-3,48.3,68.1,55.5,64.8,150.4,51,65.13333333,71.8,90.5,49.5
J3KRX5,40.45,57.3,55.5,90.4,29.9,34.4,38.2,20.1,35,36.9
O00483,60.85,64.5,55.2,39.7,85,33.3,55.4,104,34,104.8
Q96AE4,76.55,70.9,55.1,51.5,40.9,29.9,50.76666667,29.1,28.7,48.25
P60709,72.65,72,55,83.7,94.3,100.5,83.63333333,41.3,71.1,89.75
H0Y3P2,43.7,64.6,55,57.7,66.3,22.7,53.63333333,62.7,50,61.3
O76003,49.05,96.2,55,69.8,16.4,21.7,45,11.9,38.2,45.2
P04264,63.1,51.7,54.9,56.9,241.2,106.8,47.13333333,223.8,81.2,162.45
P02748,118.2,51.6,54.8,47.8,144.4,47.2,138.0666667,25.9,208.8,91.8
P07900,48.45,56.1,54.8,51.9,41,31.7,49.06666667,30.5,36.8,55.75
P60842,50.55,63.3,54.8,71.5,45.9,53.9,58.16666667,28.9,61.4,53.05
H0YFS2,45.55,71.3,54.8,90.4,43,47.7,50.63333333,39.1,33.4,56.9
P13647,94.45,39.4,54.7,274,40.1,376.5,31.96666667,29.4,52.7,124.25
Q00013,51.6,62.7,54.7,95.5,55.6,29.2,46.5,0,40.8,50.35
P30085,47.15,61.5,54.7,70.3,36.1,42.6,44.56666667,32.1,35.6,43.45
Q92804,27.75,86.1,54.7,59.5,14.7,30.5,22.2,2.8,23.8,10.85
P05455,54.4,59.6,54.6,58.2,34.4,41.2,53.36666667,33,40.3,59.1
Q9HWK6,56.3,58.9,54.6,80.5,250.1,160,48.8,271.7,53.6,68.65
P62424,51.6,66.2,54.5,56.8,40.2,36.3,77.96666667,40.2,46.6,54.25
Q04760,53.55,63.5,54.5,128.7,70.5,60.4,42,24.8,34.2,50.2
O75131,78.25,69.6,54.4,62.2,74.2,51.4,119.4333333,75.3,110.7,114
Q99848,65.3,49.9,54.4,71.2,39.1,30.6,56.3,17.3,85.2,50.3
P50990,45.65,63.5,54.4,62.3,42.2,40.9,61.2,27.2,47.7,48.8
H0YHA7,43.8,62,54.4,59,35,39.8,37.73333333,26.2,26.2,49.65
Q92688,60.25,65.4,53.9,77.9,35.8,31.5,60.93333333,31.1,40.6,53.8
P04181,53.5,55.7,53.8,59.4,28.7,16.6,95.96666667,16.6,35.1,77.85
A0A286YFJ8,66.8,53.8,53.7,118.2,43.1,57.1,120.8333333,29.5,62.5,187.6
H0YHX9,42.65,53,53.7,70.1,38.3,42.4,56.73333333,27.2,34.5,45.45
P40926,42.7,56.4,53.7,68.1,32.8,32,49.86666667,23.1,41.8,43.15
P19623,57.2,99.4,53.6,39,38.3,32.1,58.46666667,15.1,32.3,37.95
Q7L2H7,80.6,59,53.4,88.7,68.9,50.8,59.6,43.1,50.8,54.55
P07585,60.1,121.8,53.4,54.2,51.8,59.5,68,45,573.5,54.4
P39023,47.05,55.3,53.4,57.2,39,43.8,43,34.6,41.6,41.85
P08473,61.7,101.3,53.3,48.6,49,46.9,210,59,46.7,95.85
E7EX17,50.5,46.4,53.1,44.5,42.7,28,53.9,36.5,57.5,40.45
A0A087WYT3,50.35,64.8,53.1,56.9,43.8,47.4,48.83333333,19,51.5,54.75
P10809,52.85,67.2,53,63.4,55.3,46.3,56.2,40.1,62.5,47.7
A0A087WTT1,48.8,66.5,53,71.4,42.8,39.5,52.86666667,31.4,49.1,50.85
F8VZX2,41.15,50.1,52.9,111.7,50,72.6,39.7,31.1,45.7,35.25
P49321,46.8,56.9,52.8,48.2,38.6,39.1,46.73333333,33.5,44.6,47.15
P32320,119.55,69.4,52.6,32.8,88.9,55.1,128.9666667,124.4,69.6,83.65
Q02543,46.8,64.7,52.6,37,35,33.3,45.46666667,24.8,43.4,32.6
P45880,44,61.6,52.6,56.6,40.7,35.9,75.16666667,34.9,73.2,59.4
H7BXF8,75.5,43.1,52.5,26.5,76.5,22,97.73333333,133.3,22.8,151.5
P39019,48.45,62.1,52.5,69,34,32.7,57.2,29,34.9,44.35
P04406,47.85,56.1,52.5,71.7,55.5,44.1,48.7,39.6,45.9,48.1
B0QYK0,42.75,57.3,52.5,64.6,31.9,58.9,48.13333333,18,47.7,41
B8ZZL8,45.9,70.4,52.4,60.4,32.8,45.5,44.3,18.9,48.9,33.05
A0A087X0X3,43.5,58,52.4,120,42.7,55.8,63.7,25.2,39.4,41.25
P84243,199.3,32.2,52.3,55.9,296.5,113.4,24.33333333,172.1,56.5,81.15
E7EQG2,33.45,58.8,52.3,44.3,17,32.6,147.1,14.8,16.4,41.3
P00558,101.9,64.1,52.2,85.6,99.9,85.1,54.46666667,55,58.2,66.6
P13794,40.1,55.7,52.2,66.3,24.9,28.1,269.8666667,186.3,35,43.1
P61978,60.2,80.5,51.9,106.1,40.9,9.8,82.33333333,0,52.9,57.85
Q15056,44.9,63.9,51.9,57.2,33.9,52.8,69.03333333,25,50.5,47.3
P61978-3,45.95,76.4,51.9,40.9,35.4,30.5,67.73333333,29.4,46.1,38.1
P13645,52.9,49,51.8,71.5,310.8,77.5,38.36666667,148.1,103.2,168.6
Q99832,41.8,61.9,51.8,48.2,33.2,34.6,56.53333333,22.7,35.6,41.25
Q9HVD1,58.45,69.1,51.7,57.8,34.1,28.5,290.4,30.6,37.9,54.75
P02786,46.85,61.4,51.7,57.1,32.1,47.2,82.5,25.3,41.4,41.15
P02008,28.7,49.8,51.7,52.3,23.7,23,32.06666667,13.1,25.1,28.5
Q15046,52.15,61.6,51.6,53.4,44.3,45.1,50.73333333,38,42.4,55.65
P61981,43.45,69.5,51.6,71.3,49.4,44.6,53.23333333,22.2,60.3,49.5
P01009,58.6,41.5,51.4,66.3,60.2,71.6,224.4,19.9,129.5,102.65
P17096-2,43.35,65.6,51.4,39.2,44.1,28.5,54.2,35.2,34.1,48.6
Q7Z794,104.95,10.5,51.1,28.5,192.9,246.6,19.86666667,293.4,103.5,122.7
A0A075B6H9,67.85,74,51.1,44.2,127.3,59.2,106.5333333,39.5,70.4,181.5
P35908,53.2,46.1,51.1,58,451.3,94.2,49.3,194.7,98.5,67.95
H0Y804,44.5,58.6,51.1,40.7,55.4,67.2,49.1,31.4,45,45.45
P17980,45.7,65.2,51.1,70.4,19,27.8,45.9,13.9,36.3,47.35
A0A4W9A917,81.75,46.6,51,74.3,81.1,237.7,137.4666667,45.2,71.1,113.1
P22061,61.15,68.6,51,111.4,60.4,75.3,96.63333333,43.9,57.2,65.5
E9PLL6,40,61.7,50.9,51,36.6,41.8,39.23333333,29,29.3,47.1
P04075,47.35,58.6,50.8,45.9,71.1,52,38.7,27.8,29.7,36.3
J3KTA4,45.1,57.7,50.7,55,32.4,34.6,54.93333333,25.1,43,58.2
B1AHB1,50.55,47.5,50.6,104,19,28.9,76.5,43.8,40.7,41.7
Q96KB5,52.7,63.7,50.6,73.8,51.8,30.2,159.1333333,26.8,46.2,130.15
P25788,50.95,58.9,50.5,66,59.8,51.9,43.73333333,48.7,57.9,58.25
O75934,58.9,57.7,50.4,48.2,55.7,44.9,68.03333333,62.9,77.9,63.5
P05198,69.75,92.7,50.4,97.3,47.2,53.9,83.76666667,29.2,65.2,64.85
P08621,58.85,67,50.4,60.6,45.5,32.1,67.26666667,29,33.4,52.15
A0A2U3TZL5,65.85,61.4,50.3,52.9,68.1,50.6,206.5,57.4,69.2,74
P68036,34.85,53,50.1,52.1,29.5,31.2,40.9,19.2,38,34.8
Q9BXL5,59.15,93.6,50,81.6,0,0,43.3,0,80,37.35
O60841,72.55,56.5,49.7,71.2,17.2,31.3,113.6666667,53.9,29.4,62.9
P08779,68.9,45.8,49.6,339,44.3,348.6,41.3,30,64.6,104.5
P13981,24.55,53.2,49.6,45.2,20.5,0,338.0333333,78.1,53.3,41.85
P49773,51.2,68.1,49.5,62.1,58.1,80.8,52.23333333,33.9,64.8,43.5
O75937,42.35,52.9,49.5,41.1,53.3,31.7,45.83333333,49.3,44.7,44.85
P06744,53.6,56.3,49.5,65.1,87.1,49.3,54.1,75.5,67.9,90.75
P49006,48.6,60.4,49.5,49.4,41.9,31.3,107.5,21,47.4,62.45
B4DY09,38.25,110.7,49.5,58.8,38.7,30.3,41.53333333,29.5,43.4,45.9
E9PEJ4,43.5,62.4,49.4,45.6,24.9,19.8,130.8,21.5,35.5,65.6
P22102,41.2,75.9,49.4,43.9,42.3,34.1,45.66666667,24.1,61.9,43.35
P17213,66.9,48,49.3,76.1,89.7,90.2,93.73333333,204.5,79.3,164.5
O75594,44.35,111.1,49.3,78,108.9,50.7,128.2,143.9,116.3,114.15
P04083,105.5,46.3,49.2,83.8,91.6,105.8,63.83333333,118.6,56.3,149.05
Q2FZB1,58.9,92.9,49.2,77.9,14.5,14.9,270.7,0,20.3,125.2
Q15424,48.45,73,49.2,70.4,34.3,57.3,65.3,16.1,42.8,43.05
P18124,46.15,57.9,49.2,67.3,30.8,38.9,44.96666667,28.5,40.3,41.95
Q8IZP2,46.25,60.3,49.2,85,40.7,56.7,46.36666667,21.9,29.9,39.35
Q32Q12,49.4,63.9,49.2,75.4,43.4,36.9,43.06666667,36.4,36.5,58.3
F8W6I7,41.55,53.6,49.2,35.5,29.4,24,28.13333333,20.2,29.6,33.4
P13639,42.65,51.4,49,59.3,37,48.9,41.23333333,23.5,43.6,33.7
P25398,54.05,55.1,48.9,55.8,64.4,45.9,35.83333333,37.3,36,52.8
P04839,69.9,63.6,48.6,44.4,69.5,32.6,173.2333333,195.3,68.1,112.05
P80188,54.55,47.7,48.6,54.1,99.5,39.5,203.1666667,92.3,33.8,142.1
P37837,56.1,55.5,48.6,56.6,64.5,37.7,74.4,64.9,38.7,113.65
B4DY08,43.4,53,48.5,82.5,34.2,43.1,37.96666667,21.2,43,35.7
H7C2W9,42.35,50.1,48.3,73.7,43.2,39.2,26.4,18.6,23.6,35.85
Q5T7C4,79.05,61.2,48.1,57.9,120.6,42.7,76.16666667,105,47.5,100.4
P53999,76.95,46.9,48.1,145.5,73.7,75.6,64.03333333,91.6,16.7,34.95
O00299,52.5,55.4,48,41.3,71.1,44.1,51.46666667,22.3,50,59.3
Q15365,54.9,53.7,48,55.6,61.1,50.9,54.7,41.6,43,48.1
G3XAC6,54.55,61.9,47.9,44,48.3,31.6,49.63333333,48.8,70.9,39.9
E5RH77,37.75,61.3,47.9,52.5,31.4,31.7,50.16666667,22.7,43.1,40.6
Q14847,33.5,64.1,47.8,68.4,40.7,76,45.7,25.6,52.4,55
P05386,42.75,51.1,47.8,187.8,30.7,48.2,37.76666667,21.4,37.3,28.8
A0A087X090,45.6,57.6,47.7,43.5,144.7,29.1,36.16666667,31.1,51,72
Q9I4S1,28.55,49.9,47.7,32.9,39,32.9,292.7333333,25.2,53.6,35.05
A0A2R8Y849,38.8,42.6,47.6,37.4,31.3,27.8,43.56666667,31.9,25.8,37.9
P30740,75.3,49.1,47.4,64.8,120.6,41.6,166.8666667,90.6,68.4,131.55
Q9UMS4,57.2,54.2,47.3,44.5,50,29.5,56.7,38.1,73.6,55
Q9P2K3,55.5,78.7,47.2,29.7,28.8,23.2,52.36666667,0,57.4,50.7
Q9BZH6,39,56.6,47.2,41.9,47.8,24.5,33.13333333,34.9,38.4,34.15
H0Y8G5,46.35,60,47.1,53.9,35,35.1,59.23333333,26.4,46.7,52.75
O15260,91.3,68.6,46.7,43.9,72.1,46.5,145.0666667,152,58.8,87.75
P06733,55.1,57.5,46.4,61.9,75.1,42.3,64.3,39.2,35.6,76.15
A0A087WVM2,121.65,27.9,46.3,73.8,85.2,44.2,176.9666667,30,72.6,125.1
F8VSL7,62.3,52.9,46,45.4,74.6,37.3,122.6666667,226.5,33.7,150.3
P49411,43.4,62.8,46,40.3,43,39.2,56.66666667,43.6,288.2,46.45
P69891,267.25,68.5,45.7,145.1,39,33.9,41.93333333,20.8,48.4,80.25
Q9UQ80,48.5,54.4,45.7,62.4,39.9,40.8,71.73333333,34.5,42.9,44.6
P31997,98.35,51.8,45.6,36.6,77.1,24.4,184.4333333,73.9,76.4,143.25
P00491,57.05,63.9,45.5,83.6,52,50.2,103.1,42.4,36.8,79.75
F5H5D3,43.3,58.3,45.4,61.7,34.5,52.9,61.06666667,21.5,32.1,37.2
P49368,38.75,48.9,45.4,49.1,37.3,39.6,41.23333333,22.9,42.4,33.9
O15162,69.55,43.9,45.3,39.8,106,64.6,168.7333333,63.8,83.3,125.9
P02458,15.55,53.4,45.3,6.4,3.2,5.7,88.93333333,20.7,832.1,77.05
P27797,56.05,58.2,45.1,43.9,112.2,44.7,65.6,177.2,51.9,113.75
P02461,22.4,121.1,45,23.4,14.6,15.8,57.36666667,38.4,500.8,34.25
P13498,73.05,47.6,44.7,38.1,86.9,38,69.9,291.9,61,129.9
O75347,48,44.9,44.7,99.9,26.8,31.4,45.13333333,15.1,45,33.2
P60900,50.25,48.4,44.6,33.5,52.9,27.2,40.13333333,26.3,35.6,27.7
P62750,35.45,50.8,44.6,76.6,35,37.9,31.7,17.2,23.9,31.5
H3BT71,41.2,39.2,44.5,28.9,24.8,19.4,42.46666667,19.4,29.7,30.85
H0YKD8,41.75,55.6,44.3,57.3,35.3,44.2,52.8,25,34.4,29.55
P31948,40.35,55,44.2,60.2,51.1,43.5,43.63333333,36.2,39,43.55
Q15233,44.5,50.2,44.1,39.5,59.5,29.6,43.36666667,61.5,35.3,55.25
P19338,35.25,59.4,43.8,59,32.9,33,41.43333333,23,35.2,30.05
P62266,38.85,67.5,43.6,36.4,46.9,45.8,47.26666667,41.9,33.8,57.35
Q04837,44.05,42.1,43.6,35.3,45.6,42.9,36.76666667,20.6,27.9,45
P12429,114.9,51.1,43.5,39.6,215.4,59,76.9,150.1,80.3,159
E9PK25,57.2,49.7,43.5,53.5,119.5,79.2,43.43333333,36.4,49.2,67.55
P08238,38.15,44.8,43.5,48.2,40.6,29.6,36.9,25.8,29.7,40.85
Q01105,31.2,55.6,43.1,43.3,32.1,29.6,26.96666667,16,25.9,30.85
P04259,103.45,38.8,43,218.5,59.1,303.5,24.46666667,25.6,51.4,163.9
O14929,43.1,52.9,43,52.2,48.9,36,49.86666667,88.6,32.2,44.35
X6RAC9,44.5,43.2,42.8,30.1,40.4,38.4,43.16666667,39.8,125.8,48.2
P17096,36.55,64.7,42.7,31.1,29.9,24.3,46.66666667,25.8,22.7,37.75
Q07021,39.4,40.8,42.7,45.9,18.4,28.3,113.6666667,43.3,38.2,27.85
P62857,28.55,48,42.7,50.7,27.8,26.2,53.36666667,34.7,28.8,29.7
P31689,40.3,42.6,42.5,73.9,80.9,48,40.36666667,34.2,67.6,29.15
F8VWK8,60.75,46.7,42.3,26.3,72.7,24.1,227.3,85.5,109,91.65
P05387,41.15,50.2,42.3,42.6,27.4,29,30,19.2,23.1,31.05
F5GY37,41.4,57.5,42.3,50.6,22.5,29.2,38.03333333,21.3,37.9,34.4
Q9H3Z4,44.15,62.5,42.3,34.3,107.5,42.1,103.3333333,40.3,75.5,48.25
A0A0C4DGL3,56.7,58.1,42.1,44.9,60.3,42.3,54.03333333,29.6,65.6,46.25
Q99497,38.6,56.7,42.1,56,54.8,28.9,50.63333333,26.3,57,41.7
P32969,38.6,50.6,42,75.2,21.8,35.7,47.63333333,26.6,45,37.35
Q9BTT0,108.85,104.3,41.7,108.7,46.4,0,91.83333333,37.3,66.6,92.65
Q16777,43,50.3,41.7,38.5,18.8,20.9,54.2,17.1,31.9,45.75
P60174-1,37.65,48.9,41.6,81.7,46.3,60.8,41.33333333,21.5,38.2,32.35
A0A5F9ZHM4,43.75,46.2,41.4,59.4,38,29.6,40.53333333,29.8,64.5,44.3
O14979,41.15,51.5,41.4,42,31.8,31.5,38.76666667,24.2,22.9,32.25
P07437,34.25,49.3,41.4,80.3,24.5,65.5,26.7,17.7,42.9,30.1
H7C2L4,40.7,36.8,41.2,76.7,32.4,68.4,59.63333333,21.2,41,47.05
C9JEY1,54.65,31.1,41,34.3,159.3,47.4,117.4333333,242.3,34,177.65
P27816,41.55,60.5,40.8,42.3,46.6,31,55.46666667,38,44,55.6
Q9Y266,38.65,55,40.8,56.7,47.1,45.4,51.2,43.3,40,41.35
P23246,43.55,50.8,40.6,49.3,36.4,29.9,35.8,37,27,36.6
D3YTB1,40.25,42.2,40,56.2,55.2,32.3,36.8,34.2,41.6,38.15
P22626,36.55,53.1,40,40.6,22.9,28.8,29.36666667,19.6,31.3,37.05
Q14978-3,39.2,53.7,39.9,50.3,34.7,53.7,50.3,25.2,46.1,30.85
K7EMH1,33.1,47.7,39.9,33.7,20.8,37.8,38.13333333,25.2,23.4,31.1
P18077,46.4,49.8,39.8,32,46.8,33.1,47.66666667,45.3,42.9,35.55
B5MDF5,28.7,36.2,39.7,42.5,40.2,25,61.83333333,30.6,26.6,43.75
A0A0D9SEM4,38.3,52.4,39.3,65.7,39.2,32.5,39.4,26.3,33.9,28.7
E9PKZ0,30.95,41.1,39.3,31.6,38.5,30.4,36.76666667,26.4,35.2,37.4
P62280,35.6,48.1,39.2,39.3,26.3,29.2,43.66666667,23,30.2,35.9
P30536,51.65,51.6,39.1,24.2,63.4,27.5,98.76666667,349.9,42.3,134.45
A0A1W2PRU0,39.8,39.5,38.9,55.2,41.2,34.4,43.66666667,32,39.8,44.75
P02042,45.75,41.5,38.9,749.6,64.3,197.8,34.36666667,23.9,40.4,32.75
Q9HWW1,35.05,47.1,38.7,31.8,27.8,19.1,338.6333333,28.5,17.2,35.2
Q5VVC8,39.8,52.2,38.2,65.6,23.7,34.9,58.36666667,23.3,31.5,30.5
P46783,45.1,55.1,37.9,109.6,30.5,75.9,49.33333333,29.3,94,41.45
Q04941,117.8,37.8,37.8,48.5,120.1,47.2,99.76666667,182.9,77.4,175.8
G3V2B9,59.05,50.5,37.5,44.9,29.7,17.3,276.5333333,17.9,36.6,111.1
D6R9X9,39.4,51.2,37.5,34.2,39.7,30.3,34.13333333,42,35.5,33.1
P28676,112.45,42.7,37.3,49.4,92.1,30.9,186.6666667,92.4,68.4,105.05
P24534,30.05,49.2,37.1,46.8,29.9,37,34.96666667,24.1,42.5,30.7
A0A2R8Y6J3,34.55,44,36.4,90.4,57.4,77.2,30.36666667,40.9,48.2,34.75
P09874,31.55,49.9,35.6,21,46.8,30.4,28.23333333,33.3,22.3,29.15
B4DQ75,0,0,35.5,93.6,0,0,33.36666667,35.9,0,26.05
P43487,29.5,53.1,35.2,26.8,29.8,19.8,50,19.7,50.1,30.15
F8VRV5,34.65,47.3,35.1,63.7,32.9,98.4,37.23333333,25.8,30.5,51.15
P62829,26.65,32,34.8,138.4,26,60.7,30.96666667,15.7,72.2,17.85
P00390,45.95,39.2,34.3,36.2,47.6,35.8,47.5,27.7,91.8,54.7
P68104,29.4,35.7,34.3,45.9,25.6,32.3,32.73333333,16.2,26,26.6
P63220,33.25,97.2,33.7,31.1,20.5,15.2,21.96666667,20.9,17.1,20.95
P49913,60.85,48.2,33.6,22.8,37,17.2,295.3333333,42.3,61.6,86.55
M0QYG6,74.65,39.7,33.5,21,70.8,29.6,258,51.3,115.4,40.45
P14174,34.25,46.2,33.4,96.5,31,28.3,30.3,11.8,22.4,17.35
P68133,51.7,31,32.8,121.5,183.4,185.3,44.23333333,24.4,107.7,61.05
M0R0F0,39.45,44.7,32.6,48.3,31.4,43.7,27.56666667,34.6,21.2,35.35
Q12906,29.5,43.7,32.4,46.6,45.5,41.6,29.4,14,29.5,35.4
P00338,33.25,39.7,32.3,64.5,37.9,47.6,38.26666667,51.4,35.8,34.3
P05109,62.55,39.5,32.2,26.3,57.1,24.3,263.6333333,75.2,18.5,112.2
Q5QNW6,50.75,41.9,32.1,28.4,36.6,18.3,34.66666667,39.1,17.1,36.85
P14678,38.45,34.9,31.6,47.5,26.2,23.6,40.86666667,27.9,34.3,34.7
P06748,25.7,34.1,31,34.6,23.1,21.8,28.66666667,12.5,26.5,23
P07954,34.5,33.9,29.8,30.1,23.8,21.9,37.5,51.2,28.3,25.1
Q14019,77.05,31.5,29.6,33.7,123.4,38.3,67.33333333,94.8,42.9,191.3
P07919,34.55,25.1,29.1,35.4,48.3,0,39.93333333,73.7,24.1,39.15
K7ERZ3,32.2,53.7,29,38,49.4,27,47.8,49.7,28.3,47.6
P06702,56.1,35.5,28.8,29,65.7,23.4,302.4333333,61.8,19.2,74.6
P01706,134.8,31.1,27.6,32.5,166,87.5,157.9666667,73.5,30.4,97.9
P84098,38.85,63.3,27.5,21.9,34.7,32.9,24.6,54.5,20.7,42.8
E9PKH2,25.3,35.2,27.2,29.2,21.3,18.7,38.36666667,10.6,31.7,34.8
Q5QPL9,31.5,36.8,26.8,37.4,46.9,42.4,39.4,17.3,117.9,33.45
Q16778,103.25,25.6,25.2,32.9,20.6,29.2,33.4,27.1,16.5,39.55
P25787,52.2,66.3,24.9,99.6,26.1,23.9,70.46666667,24.2,37.7,39.35
H7BXJ5,28.1,26.9,23.8,17.3,38.1,18.2,19.56666667,20,18.3,29.5
P09234,31.6,46,23.3,21.4,30.2,20.4,37.96666667,35.7,33.5,17.3
P16949,22.8,27.8,22.7,27.1,34.5,27.4,27.63333333,48.6,19.1,39.35
P62861,21.8,35,21.8,59.1,11.7,22.8,26.9,8,20.1,22.6
M0R1M5,26,25.2,21.5,92.6,9.7,15.1,34.06666667,15.3,11.3,19.65
P84103,14.3,17.3,21.5,15.2,13.6,15.9,20.43333333,7.2,16.2,15.15
Q8NC51,36.75,25.9,21.4,35.5,117.2,17.9,22.06666667,25.6,28.5,26.9
H0Y449,21.2,41,20.9,41,18.4,29.6,18.3,30.2,28.3,28.15
P16104,22.05,27.4,19.7,29.3,73,47,27.96666667,13.6,11.3,16.8
P62140,20.5,32.6,16.6,40.7,32,81.7,57.5,24,25.8,35.1
O15355,12.7,14.7,14.9,3.1,43.1,15.6,20.4,36.7,11.3,34.3
P69892,320.45,41.3,4.9,146.6,52.5,32.6,61,35.6,44.5,35.05
Q8WXA9,22.75,88.6,0,55.1,0,0,15.56666667,0,53.3,57.8
S4R3N1,0,318.8,0,215.2,0,0,135.7333333,0,189,234.95
C9JIZ6,0,0,0,354.2,194.4,0,0,0,0,0
A0A087WYP7,0,0,0,0,0,0,83.26666667,0,0,0